geoLat,geoLong,hasBlackBear,hasGrizzlyBear,hasPolarBear,parkCode,parkName,url
-76.79059742893223,42.91175340015097,,,,WORI,Women's Rights National Historical Park,
-81.50049787820453,30.38388966399186,,,,FOCA,Fort Caroline National Memorial,
-72.7402535097141,43.691650670773555,,,,APPA,Appalachian National Scenic Trail,
-88.73708622728343,34.255577049962426,,,,TUPE,Tupelo National Battlefield,
-74.01689113495863,40.691623778401286,,,,GOIS,Governors Island National Monument,
-88.33949885076379,35.143101616983735,,,,SHIL,Shiloh National Military Park,
-103.22978967302261,29.298177668897967,True,False,False,BIBE,Big Bend National Park,http://www.nps.gov/bibe
-80.9897043635666,37.84026693367752,True,False,False,NERI,New River Gorge National River,http://www.nps.gov/neri
-93.0044493165306,31.66537544033857,,,,CARI,Cane River Creole National Historical Park,
-82.45244320103025,35.266570200071854,True,False,False,CARL,Carl Sandburg Home National Historic Site,http://www.nps.gov/carl
-122.60226571677792,40.61359940526877,True,False,False,WHIS,Whiskeytown National Recreation Area,http://www.nps.gov/whis
-111.00329294577273,37.795992535017426,True,False,False,CARE,Capitol Reef National Park,http://www.nps.gov/care
-80.96082026944178,37.58996437622538,True,False,False,BLUE,Bluestone National Scenic River,http://www.nps.gov/blue
-74.01003101514203,40.707225648244915,,,,FEHA,Federal Hall National Memorial,
